Order_ID,Order_Date,Customer_ID,Customer_Name,Province,City,Product,Category,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Profit_Margin,Payment_Method,Sales_Channel,Year,Month,Month_Name
ORD-104553,2026-02-20,CUST-2171,Customer 2171,Alberta,Calgary,Wireless Headphones,Electronics,3,179.0,0.05,510.15,343.35,166.8,0.327,E-Transfer,Wholesale,2026,2026-02,February
ORD-103843,2026-02-20,CUST-2781,Customer 2781,British Columbia,Surrey,Office Monitor 27,Electronics,4,349.0,0.0,1396.0,1125.56,270.44,0.1937,E-Transfer,Online,2026,2026-02,February
ORD-100366,2026-02-21,CUST-2052,Customer 2052,Manitoba,Winnipeg,Notebook Pack,Office Supplies,2,24.0,0.1,43.2,34.67,8.53,0.1975,Paypal,Wholesale,2026,2026-02,February
ORD-108176,2026-02-21,CUST-2621,Customer 2621,Alberta,Red Deer,Ink Cartridge,Office Supplies,1,79.0,0.0,79.0,52.33,26.67,0.3376,Debit,Online,2026,2026-02,February
ORD-109095,2026-02-21,CUST-1668,Customer 1668,Ontario,Hamilton,Wireless Headphones,Electronics,6,179.0,0.05,1020.3,579.94,440.36,0.4316,E-Transfer,Wholesale,2026,2026-02,February
ORD-108633,2026-02-21,CUST-2316,Customer 2316,Ontario,Toronto,Office Chair,Furniture,2,429.0,0.0,858.0,636.23,221.77,0.2585,Paypal,Online,2026,2026-02,February
ORD-107419,2026-02-21,CUST-2324,Customer 2324,Manitoba,Brandon,Notebook Pack,Office Supplies,2,24.0,0.0,48.0,32.68,15.32,0.3192,Paypal,Online,2026,2026-02,February
ORD-102246,2026-02-21,CUST-3050,Customer 3050,Alberta,Edmonton,Backpack,Accessories,3,79.0,0.05,225.15,154.64,70.51,0.3132,Credit Card,Online,2026,2026-02,February
ORD-108787,2026-02-21,CUST-2541,Customer 2541,Ontario,Hamilton,Laptop Pro 14,Electronics,3,1299.0,0.0,3897.0,2560.01,1336.99,0.3431,Credit Card,Retail Store,2026,2026-02,February
ORD-107936,2026-02-21,CUST-1874,Customer 1874,Ontario,Hamilton,Wireless Headphones,Electronics,1,179.0,0.0,179.0,136.94,42.06,0.235,E-Transfer,Retail Store,2026,2026-02,February
ORD-107720,2026-02-21,CUST-3352,Customer 3352,Ontario,Mississauga,Printer Paper,Office Supplies,1,39.0,0.05,37.05,22.97,14.08,0.38,E-Transfer,Online,2026,2026-02,February
ORD-107878,2026-02-21,CUST-3183,Customer 3183,Manitoba,Winnipeg,Webcam HD,Electronics,2,99.0,0.0,198.0,156.16,41.84,0.2113,Credit Card,Retail Store,2026,2026-02,February
ORD-109847,2026-02-21,CUST-2319,Customer 2319,Ontario,Hamilton,Ink Cartridge,Office Supplies,5,79.0,0.05,375.25,218.03,157.22,0.419,Paypal,Retail Store,2026,2026-02,February
ORD-107796,2026-02-21,CUST-2236,Customer 2236,Ontario,Ottawa,Laptop Pro 14,Electronics,2,1299.0,0.1,2338.2,1885.37,452.83,0.1937,Debit,Online,2026,2026-02,February
ORD-101564,2026-02-21,CUST-2781,Customer 2781,British Columbia,Vancouver,Desk Lamp,Furniture,2,89.0,0.1,160.2,105.95,54.25,0.3386,E-Transfer,Online,2026,2026-02,February
ORD-103823,2026-02-21,CUST-3744,Customer 3744,Manitoba,Brandon,Wireless Headphones,Electronics,2,179.0,0.2,286.4,192.93,93.47,0.3264,E-Transfer,Wholesale,2026,2026-02,February
ORD-109811,2026-02-21,CUST-1991,Customer 1991,Saskatchewan,Saskatoon,Laptop Pro 14,Electronics,2,1299.0,0.05,2468.1,1928.55,539.55,0.2186,Paypal,Online,2026,2026-02,February
ORD-107689,2026-02-21,CUST-3872,Customer 3872,Alberta,Lethbridge,Webcam HD,Electronics,2,99.0,0.1,178.2,142.7,35.5,0.1992,Debit,Online,2026,2026-02,February
ORD-102580,2026-02-21,CUST-2305,Customer 2305,Saskatchewan,Saskatoon,Ink Cartridge,Office Supplies,5,79.0,0.0,395.0,293.5,101.5,0.257,Credit Card,Wholesale,2026,2026-02,February
ORD-107841,2026-02-21,CUST-1262,Customer 1262,Alberta,Lethbridge,Wireless Headphones,Electronics,3,179.0,0.0,537.0,415.36,121.64,0.2265,Debit,Online,2026,2026-02,February
ORD-107846,2026-02-21,CUST-2693,Customer 2693,Ontario,Toronto,Laptop Pro 14,Electronics,2,1299.0,0.0,2598.0,1497.26,1100.74,0.4237,E-Transfer,Retail Store,2026,2026-02,February
ORD-101422,2026-02-22,CUST-1990,Customer 1990,Ontario,Toronto,Ink Cartridge,Office Supplies,3,79.0,0.15,201.45,146.15,55.3,0.2745,Debit,Online,2026,2026-02,February
ORD-103069,2026-02-22,CUST-1318,Customer 1318,Manitoba,Brandon,Ink Cartridge,Office Supplies,4,79.0,0.0,316.0,202.46,113.54,0.3593,E-Transfer,Retail Store,2026,2026-02,February
ORD-109378,2026-02-22,CUST-2895,Customer 2895,British Columbia,Vancouver,Backpack,Accessories,2,79.0,0.0,158.0,110.05,47.95,0.3035,Credit Card,Online,2026,2026-02,February
ORD-108791,2026-02-22,CUST-3112,Customer 3112,British Columbia,Victoria,Office Chair,Furniture,1,429.0,0.15,364.65,246.07,118.58,0.3252,Paypal,Online,2026,2026-02,February
ORD-106827,2026-02-22,CUST-4159,Customer 4159,Alberta,Edmonton,Wireless Headphones,Electronics,5,179.0,0.0,895.0,695.7,199.3,0.2227,Credit Card,Retail Store,2026,2026-02,February
ORD-100860,2026-02-22,CUST-3526,Customer 3526,Alberta,Red Deer,Backpack,Accessories,2,79.0,0.05,150.1,104.17,45.93,0.306,E-Transfer,Online,2026,2026-02,February
ORD-102011,2026-02-22,CUST-1676,Customer 1676,Alberta,Lethbridge,Office Monitor 27,Electronics,4,349.0,0.0,1396.0,1144.53,251.47,0.1801,Credit Card,Online,2026,2026-02,February
ORD-107468,2026-02-22,CUST-1970,Customer 1970,Alberta,Lethbridge,Tablet 11,Electronics,1,499.0,0.0,499.0,381.12,117.88,0.2362,Credit Card,Online,2026,2026-02,February
ORD-107280,2026-02-22,CUST-2317,Customer 2317,Alberta,Lethbridge,Mechanical Keyboard,Accessories,2,129.0,0.1,232.2,172.77,59.43,0.2559,Debit,Retail Store,2026,2026-02,February
ORD-105747,2026-02-22,CUST-1478,Customer 1478,British Columbia,Vancouver,USB-C Dock,Accessories,1,159.0,0.15,135.15,77.86,57.29,0.4239,Credit Card,Online,2026,2026-02,February
ORD-100377,2026-02-22,CUST-2682,Customer 2682,Ontario,Ottawa,Desk Lamp,Furniture,2,89.0,0.0,178.0,126.14,51.86,0.2913,E-Transfer,Wholesale,2026,2026-02,February
ORD-100924,2026-02-22,CUST-3181,Customer 3181,Saskatchewan,Saskatoon,Standing Desk,Furniture,2,699.0,0.15,1188.3,773.59,414.71,0.349,Credit Card,Retail Store,2026,2026-02,February
ORD-109325,2026-02-22,CUST-1906,Customer 1906,Manitoba,Brandon,Tablet 11,Electronics,4,499.0,0.0,1996.0,1379.24,616.76,0.309,Paypal,Wholesale,2026,2026-02,February
ORD-102485,2026-02-23,CUST-1987,Customer 1987,British Columbia,Surrey,Wireless Mouse,Accessories,3,49.0,0.0,147.0,91.37,55.63,0.3784,Credit Card,Online,2026,2026-02,February
ORD-104672,2026-02-23,CUST-3467,Customer 3467,British Columbia,Surrey,Mechanical Keyboard,Accessories,5,129.0,0.0,645.0,386.52,258.48,0.4007,Paypal,Online,2026,2026-02,February
ORD-101737,2026-02-23,CUST-2391,Customer 2391,Ontario,Mississauga,Webcam HD,Electronics,1,99.0,0.0,99.0,78.59,20.41,0.2062,Credit Card,Online,2026,2026-02,February
ORD-101652,2026-02-23,CUST-1125,Customer 1125,British Columbia,Kelowna,Wireless Headphones,Electronics,1,179.0,0.1,161.1,124.78,36.32,0.2255,Paypal,Wholesale,2026,2026-02,February
ORD-103092,2026-02-23,CUST-4042,Customer 4042,Alberta,Red Deer,Desk Lamp,Furniture,5,89.0,0.0,445.0,307.86,137.14,0.3082,Debit,Wholesale,2026,2026-02,February
ORD-102443,2026-02-23,CUST-2681,Customer 2681,Saskatchewan,Saskatoon,Notebook Pack,Office Supplies,6,24.0,0.0,144.0,108.37,35.63,0.2474,Paypal,Online,2026,2026-02,February
ORD-104018,2026-02-23,CUST-1391,Customer 1391,British Columbia,Kelowna,Tablet 11,Electronics,1,499.0,0.1,449.1,335.7,113.4,0.2525,Debit,Wholesale,2026,2026-02,February
ORD-101160,2026-02-23,CUST-3033,Customer 3033,Ontario,Toronto,USB-C Dock,Accessories,1,159.0,0.05,151.05,91.81,59.24,0.3922,E-Transfer,Online,2026,2026-02,February
ORD-108899,2026-02-23,CUST-1534,Customer 1534,Ontario,Mississauga,Office Monitor 27,Electronics,2,349.0,0.05,663.1,451.81,211.29,0.3186,Credit Card,Online,2026,2026-02,February
ORD-106513,2026-02-23,CUST-4095,Customer 4095,Ontario,Hamilton,Standing Desk,Furniture,5,699.0,0.0,3495.0,2834.64,660.36,0.1889,Debit,Online,2026,2026-02,February
ORD-100085,2026-02-23,CUST-2140,Customer 2140,British Columbia,Victoria,Desk Lamp,Furniture,2,89.0,0.0,178.0,99.34,78.66,0.4419,Paypal,Retail Store,2026,2026-02,February
ORD-103233,2026-02-23,CUST-3816,Customer 3816,Ontario,Hamilton,Ink Cartridge,Office Supplies,1,79.0,0.0,79.0,62.07,16.93,0.2143,Credit Card,Online,2026,2026-02,February
ORD-100747,2026-02-23,CUST-2933,Customer 2933,Ontario,Mississauga,Mechanical Keyboard,Accessories,3,129.0,0.0,387.0,314.14,72.86,0.1883,Credit Card,Online,2026,2026-02,February
ORD-106647,2026-02-23,CUST-3902,Customer 3902,British Columbia,Vancouver,Printer Paper,Office Supplies,1,39.0,0.1,35.1,19.45,15.65,0.4459,Debit,Retail Store,2026,2026-02,February
ORD-109261,2026-02-23,CUST-2086,Customer 2086,British Columbia,Surrey,Webcam HD,Electronics,1,99.0,0.05,94.05,63.49,30.56,0.3249,Debit,Retail Store,2026,2026-02,February
ORD-105674,2026-02-23,CUST-1061,Customer 1061,Ontario,Toronto,Tablet 11,Electronics,1,499.0,0.05,474.05,274.28,199.77,0.4214,Debit,Online,2026,2026-02,February
ORD-107251,2026-02-23,CUST-1289,Customer 1289,Alberta,Lethbridge,USB-C Dock,Accessories,1,159.0,0.0,159.0,98.24,60.76,0.3821,Credit Card,Online,2026,2026-02,February
ORD-104020,2026-02-23,CUST-4157,Customer 4157,Alberta,Lethbridge,Mechanical Keyboard,Accessories,2,129.0,0.0,258.0,200.82,57.18,0.2216,Credit Card,Online,2026,2026-02,February
ORD-108089,2026-02-24,CUST-3044,Customer 3044,Ontario,Hamilton,Tablet 11,Electronics,1,499.0,0.0,499.0,313.86,185.14,0.371,Credit Card,Online,2026,2026-02,February
ORD-105556,2026-02-24,CUST-1653,Customer 1653,British Columbia,Kelowna,Notebook Pack,Office Supplies,2,24.0,0.0,48.0,30.84,17.16,0.3575,E-Transfer,Online,2026,2026-02,February
ORD-108171,2026-02-24,CUST-3628,Customer 3628,Alberta,Red Deer,Wireless Mouse,Accessories,3,49.0,0.0,147.0,87.84,59.16,0.4024,Paypal,Online,2026,2026-02,February
ORD-100843,2026-02-24,CUST-2801,Customer 2801,Alberta,Red Deer,Tablet 11,Electronics,3,499.0,0.05,1422.15,810.84,611.31,0.4298,Paypal,Retail Store,2026,2026-02,February
ORD-103683,2026-02-24,CUST-3729,Customer 3729,Alberta,Calgary,Printer Paper,Office Supplies,2,39.0,0.0,78.0,51.32,26.68,0.3421,Paypal,Retail Store,2026,2026-02,February
ORD-105532,2026-02-24,CUST-1291,Customer 1291,Saskatchewan,Regina,Printer Paper,Office Supplies,5,39.0,0.0,195.0,156.61,38.39,0.1969,Paypal,Online,2026,2026-02,February
ORD-105785,2026-02-24,CUST-1988,Customer 1988,Alberta,Calgary,Printer Paper,Office Supplies,1,39.0,0.1,35.1,24.69,10.41,0.2966,Debit,Online,2026,2026-02,February
ORD-103224,2026-02-24,CUST-1974,Customer 1974,Alberta,Edmonton,Webcam HD,Electronics,3,99.0,0.2,237.6,177.87,59.73,0.2514,E-Transfer,Retail Store,2026,2026-02,February
ORD-100791,2026-02-24,CUST-2074,Customer 2074,British Columbia,Kelowna,USB-C Dock,Accessories,1,159.0,0.05,151.05,92.69,58.36,0.3864,Paypal,Retail Store,2026,2026-02,February
ORD-106446,2026-02-24,CUST-3800,Customer 3800,Alberta,Calgary,Office Monitor 27,Electronics,2,349.0,0.2,558.4,407.12,151.28,0.2709,Debit,Online,2026,2026-02,February
ORD-102458,2026-02-24,CUST-1676,Customer 1676,Alberta,Edmonton,Office Chair,Furniture,2,429.0,0.1,772.2,632.51,139.69,0.1809,Debit,Online,2026,2026-02,February
ORD-104298,2026-02-24,CUST-1990,Customer 1990,Ontario,Ottawa,Notebook Pack,Office Supplies,2,24.0,0.1,43.2,27.07,16.13,0.3734,E-Transfer,Wholesale,2026,2026-02,February
ORD-107145,2026-02-24,CUST-3005,Customer 3005,Ontario,Ottawa,Office Monitor 27,Electronics,1,349.0,0.0,349.0,251.73,97.27,0.2787,Debit,Wholesale,2026,2026-02,February
ORD-101817,2026-02-24,CUST-3773,Customer 3773,Alberta,Red Deer,USB-C Dock,Accessories,4,159.0,0.0,636.0,516.32,119.68,0.1882,E-Transfer,Online,2026,2026-02,February
ORD-102418,2026-02-24,CUST-4118,Customer 4118,Ontario,Hamilton,Printer Paper,Office Supplies,2,39.0,0.05,74.1,57.12,16.98,0.2291,Debit,Retail Store,2026,2026-02,February
ORD-107420,2026-02-24,CUST-3578,Customer 3578,Alberta,Edmonton,Printer Paper,Office Supplies,3,39.0,0.05,111.15,65.53,45.62,0.4104,Paypal,Online,2026,2026-02,February
ORD-103288,2026-02-24,CUST-3201,Customer 3201,Alberta,Red Deer,Wireless Headphones,Electronics,4,179.0,0.0,716.0,406.6,309.4,0.4321,Credit Card,Online,2026,2026-02,February
ORD-103021,2026-02-24,CUST-4134,Customer 4134,Alberta,Calgary,Printer Paper,Office Supplies,4,39.0,0.1,140.4,83.34,57.06,0.4064,E-Transfer,Online,2026,2026-02,February
ORD-101606,2026-02-24,CUST-4146,Customer 4146,Saskatchewan,Saskatoon,Standing Desk,Furniture,2,699.0,0.0,1398.0,1125.47,272.53,0.1949,E-Transfer,Online,2026,2026-02,February
ORD-101417,2026-02-24,CUST-3364,Customer 3364,Alberta,Edmonton,Webcam HD,Electronics,2,99.0,0.0,198.0,128.02,69.98,0.3534,Debit,Online,2026,2026-02,February
ORD-104604,2026-02-24,CUST-1747,Customer 1747,Alberta,Lethbridge,Webcam HD,Electronics,4,99.0,0.0,396.0,261.06,134.94,0.3408,Debit,Online,2026,2026-02,February
ORD-108703,2026-02-24,CUST-3676,Customer 3676,Alberta,Red Deer,Wireless Headphones,Electronics,4,179.0,0.1,644.4,379.77,264.63,0.4107,Paypal,Retail Store,2026,2026-02,February
ORD-107711,2026-02-24,CUST-2388,Customer 2388,Ontario,Mississauga,Backpack,Accessories,1,79.0,0.1,71.1,55.36,15.74,0.2214,Paypal,Online,2026,2026-02,February
ORD-109294,2026-02-24,CUST-3194,Customer 3194,British Columbia,Vancouver,Office Chair,Furniture,6,429.0,0.0,2574.0,1721.83,852.17,0.3311,E-Transfer,Online,2026,2026-02,February
ORD-105486,2026-02-24,CUST-1297,Customer 1297,British Columbia,Vancouver,Webcam HD,Electronics,1,99.0,0.05,94.05,60.49,33.56,0.3568,Debit,Online,2026,2026-02,February
ORD-100206,2026-02-24,CUST-1373,Customer 1373,Alberta,Edmonton,USB-C Dock,Accessories,3,159.0,0.0,477.0,275.55,201.45,0.4223,E-Transfer,Retail Store,2026,2026-02,February
ORD-100385,2026-02-24,CUST-1332,Customer 1332,Alberta,Edmonton,Ink Cartridge,Office Supplies,3,79.0,0.2,189.6,126.56,63.04,0.3325,Credit Card,Retail Store,2026,2026-02,February
ORD-109230,2026-02-24,CUST-3134,Customer 3134,Manitoba,Winnipeg,Office Chair,Furniture,1,429.0,0.0,429.0,282.97,146.03,0.3404,E-Transfer,Retail Store,2026,2026-02,February
ORD-107770,2026-02-25,CUST-1746,Customer 1746,Alberta,Red Deer,Wireless Headphones,Electronics,3,179.0,0.0,537.0,309.77,227.23,0.4231,Debit,Retail Store,2026,2026-02,February
ORD-104484,2026-02-25,CUST-2626,Customer 2626,Ontario,Toronto,Wireless Mouse,Accessories,4,49.0,0.1,176.4,143.31,33.09,0.1876,Debit,Online,2026,2026-02,February
ORD-101972,2026-02-25,CUST-1136,Customer 1136,Alberta,Edmonton,Laptop Pro 14,Electronics,3,1299.0,0.0,3897.0,2404.5,1492.5,0.383,Credit Card,Online,2026,2026-02,February
ORD-107262,2026-02-25,CUST-1725,Customer 1725,Ontario,Toronto,Tablet 11,Electronics,3,499.0,0.05,1422.15,861.94,560.21,0.3939,E-Transfer,Wholesale,2026,2026-02,February
ORD-104404,2026-02-25,CUST-1992,Customer 1992,Alberta,Lethbridge,USB-C Dock,Accessories,1,159.0,0.0,159.0,129.24,29.76,0.1872,Paypal,Online,2026,2026-02,February
ORD-102719,2026-02-25,CUST-2916,Customer 2916,Ontario,Ottawa,Ink Cartridge,Office Supplies,5,79.0,0.1,355.5,257.43,98.07,0.2759,Paypal,Retail Store,2026,2026-02,February
ORD-102799,2026-02-25,CUST-2609,Customer 2609,British Columbia,Kelowna,USB-C Dock,Accessories,2,159.0,0.2,254.4,151.78,102.62,0.4034,Debit,Retail Store,2026,2026-02,February
ORD-104528,2026-02-25,CUST-3228,Customer 3228,Ontario,Ottawa,Mechanical Keyboard,Accessories,1,129.0,0.1,116.1,92.33,23.77,0.2047,Paypal,Online,2026,2026-02,February
ORD-105438,2026-02-25,CUST-2268,Customer 2268,Ontario,Ottawa,Wireless Mouse,Accessories,5,49.0,0.0,245.0,152.01,92.99,0.3796,E-Transfer,Retail Store,2026,2026-02,February
ORD-106662,2026-02-25,CUST-3308,Customer 3308,Manitoba,Unknown,Tablet 11,Electronics,2,499.0,0.0,998.0,753.41,244.59,0.2451,Credit Card,Wholesale,2026,2026-02,February
ORD-102991,2026-02-25,CUST-3277,Customer 3277,Ontario,Ottawa,Notebook Pack,Office Supplies,3,24.0,0.05,68.4,54.55,13.85,0.2025,Credit Card,Retail Store,2026,2026-02,February
ORD-109676,2026-02-25,CUST-1947,Customer 1947,Alberta,Calgary,Notebook Pack,Office Supplies,2,24.0,0.0,48.0,32.68,15.32,0.3192,Paypal,Online,2026,2026-02,February
ORD-108806,2026-02-25,CUST-2218,Customer 2218,Alberta,Edmonton,Laptop Pro 14,Electronics,1,1299.0,0.0,1299.0,866.61,432.39,0.3329,Debit,Wholesale,2026,2026-02,February
ORD-102927,2026-02-25,CUST-1118,Customer 1118,Alberta,Calgary,Laptop Pro 14,Electronics,2,1299.0,0.0,2598.0,1904.42,693.58,0.267,E-Transfer,Online,2026,2026-02,February
ORD-107964,2026-02-25,CUST-3402,Customer 3402,Alberta,Red Deer,Tablet 11,Electronics,6,499.0,0.15,2544.9,1691.45,853.45,0.3354,Debit,Retail Store,2026,2026-02,February
ORD-105930,2026-02-25,CUST-1150,Customer 1150,Ontario,Hamilton,Notebook Pack,Office Supplies,1,24.0,0.1,21.6,16.53,5.07,0.2347,Paypal,Online,2026,2026-02,February
ORD-104258,2026-02-25,CUST-2119,Customer 2119,Alberta,Red Deer,Laptop Pro 14,Electronics,1,1299.0,0.05,1234.05,793.53,440.52,0.357,E-Transfer,Online,2026,2026-02,February
ORD-102480,2026-02-25,CUST-4031,Unknown,Saskatchewan,Regina,Tablet 11,Electronics,2,499.0,0.05,948.1,531.07,417.03,0.4399,Credit Card,Retail Store,2026,2026-02,February
ORD-102870,2026-02-26,CUST-3668,Customer 3668,Ontario,Hamilton,Standing Desk,Furniture,1,699.0,0.0,699.0,539.27,159.73,0.2285,E-Transfer,Retail Store,2026,2026-02,February
ORD-100582,2026-02-26,CUST-1528,Customer 1528,Ontario,Hamilton,Wireless Mouse,Accessories,5,49.0,0.05,232.75,137.59,95.16,0.4089,Credit Card,Online,2026,2026-02,February
ORD-101214,2026-02-26,CUST-2652,Customer 2652,Manitoba,Brandon,Printer Paper,Office Supplies,1,39.0,0.0,39.0,23.68,15.32,0.3928,Paypal,Retail Store,2026,2026-02,February
ORD-107056,2026-02-26,CUST-3887,Customer 3887,Ontario,Ottawa,Notebook Pack,Office Supplies,4,24.0,0.0,96.0,68.52,27.48,0.2862,Credit Card,Online,2026,2026-02,February
ORD-104527,2026-02-26,CUST-1213,Customer 1213,Ontario,Mississauga,Wireless Headphones,Electronics,6,179.0,0.0,1074.0,742.31,331.69,0.3088,Credit Card,Online,2026,2026-02,February
ORD-104444,2026-02-26,CUST-2809,Customer 2809,Ontario,Mississauga,Mechanical Keyboard,Accessories,4,129.0,0.05,490.2,383.66,106.54,0.2173,Credit Card,Retail Store,2026,2026-02,February
ORD-105468,2026-02-26,CUST-4101,Customer 4101,British Columbia,Surrey,Webcam HD,Electronics,5,99.0,0.0,495.0,345.57,149.43,0.3019,E-Transfer,Retail Store,2026,2026-02,February
ORD-109843,2026-02-26,CUST-3181,Customer 3181,Alberta,Red Deer,Wireless Headphones,Electronics,4,179.0,0.0,716.0,526.51,189.49,0.2647,E-Transfer,Wholesale,2026,2026-02,February
ORD-101819,2026-02-26,CUST-3486,Customer 3486,Alberta,Red Deer,Desk Lamp,Furniture,5,89.0,0.1,400.5,294.46,106.04,0.2648,E-Transfer,Wholesale,2026,2026-02,February
ORD-104962,2026-02-26,CUST-3102,Customer 3102,Alberta,Lethbridge,Office Monitor 27,Electronics,2,349.0,0.0,698.0,491.89,206.11,0.2953,Debit,Online,2026,2026-02,February
ORD-100774,2026-02-26,CUST-2320,Customer 2320,Saskatchewan,Saskatoon,Webcam HD,Electronics,5,99.0,0.1,445.5,364.04,81.46,0.1829,E-Transfer,Retail Store,2026,2026-02,February
ORD-106749,2026-02-26,CUST-1069,Customer 1069,Manitoba,Winnipeg,Printer Paper,Office Supplies,3,39.0,0.0,117.0,83.16,33.84,0.2892,Credit Card,Online,2026,2026-02,February
ORD-103759,2026-02-26,CUST-1721,Customer 1721,Saskatchewan,Regina,Wireless Mouse,Accessories,1,49.0,0.1,44.1,27.32,16.78,0.3805,Credit Card,Wholesale,2026,2026-02,February
ORD-101854,2026-02-26,CUST-2581,Customer 2581,Alberta,Lethbridge,Ink Cartridge,Office Supplies,1,79.0,0.0,79.0,52.71,26.29,0.3328,Debit,Wholesale,2026,2026-02,February
ORD-105335,2026-02-26,CUST-3402,Customer 3402,British Columbia,Vancouver,Notebook Pack,Office Supplies,3,24.0,0.2,57.6,36.73,20.87,0.3623,E-Transfer,Retail Store,2026,2026-02,February
ORD-103767,2026-02-26,CUST-1030,Customer 1030,Alberta,Calgary,Wireless Mouse,Accessories,2,49.0,0.0,98.0,77.36,20.64,0.2106,Credit Card,Retail Store,2026,2026-02,February
ORD-106220,2026-02-26,CUST-2845,Customer 2845,Alberta,Calgary,Notebook Pack,Office Supplies,4,24.0,0.05,91.2,71.94,19.26,0.2112,Credit Card,Online,2026,2026-02,February
ORD-100446,2026-02-26,CUST-3323,Customer 3323,British Columbia,Kelowna,Wireless Mouse,Accessories,5,49.0,0.05,232.75,158.73,74.02,0.318,Credit Card,Online,2026,2026-02,February
ORD-100207,2026-02-26,CUST-2095,Customer 2095,Alberta,Lethbridge,Office Chair,Furniture,1,429.0,0.0,429.0,268.7,160.3,0.3737,Credit Card,Wholesale,2026,2026-02,February
ORD-105286,2026-02-26,CUST-1505,Customer 1505,British Columbia,Vancouver,Printer Paper,Office Supplies,3,39.0,0.1,105.3,60.48,44.82,0.4256,Paypal,Retail Store,2026,2026-02,February
ORD-107022,2026-02-26,CUST-2120,Customer 2120,Ontario,Toronto,Wireless Headphones,Electronics,1,179.0,0.1,161.1,103.1,58.0,0.36,E-Transfer,Online,2026,2026-02,February
ORD-104515,2026-02-27,CUST-3365,Customer 3365,British Columbia,Surrey,Desk Lamp,Furniture,4,89.0,0.2,284.8,165.01,119.79,0.4206,Paypal,Retail Store,2026,2026-02,February
ORD-107877,2026-02-27,CUST-3612,Customer 3612,Alberta,Edmonton,Desk Lamp,Furniture,1,89.0,0.1,80.1,56.06,24.04,0.3001,Paypal,Retail Store,2026,2026-02,February
ORD-108821,2026-02-27,CUST-2198,Customer 2198,Alberta,Red Deer,Wireless Headphones,Electronics,2,179.0,0.1,322.2,196.7,125.5,0.3895,E-Transfer,Online,2026,2026-02,February
ORD-101835,2026-02-27,CUST-1527,Customer 1527,Ontario,Hamilton,Laptop Pro 14,Electronics,1,1299.0,0.0,1299.0,893.24,405.76,0.3124,Debit,Online,2026,2026-02,February
ORD-103061,2026-02-27,CUST-2112,Customer 2112,British Columbia,Surrey,Office Chair,Furniture,3,429.0,0.0,1287.0,860.61,426.39,0.3313,E-Transfer,Online,2026,2026-02,February
ORD-104058,2026-02-27,CUST-1490,Customer 1490,Manitoba,Brandon,Mechanical Keyboard,Accessories,2,129.0,0.15,219.3,176.48,42.82,0.1953,Paypal,Online,2026,2026-02,February
ORD-104222,2026-02-27,CUST-3642,Customer 3642,Ontario,Toronto,Webcam HD,Electronics,1,99.0,0.0,99.0,69.99,29.01,0.293,Debit,Online,2026,2026-02,February
ORD-105649,2026-02-27,CUST-2586,Customer 2586,British Columbia,Surrey,Office Monitor 27,Electronics,3,349.0,0.05,994.65,772.46,222.19,0.2234,E-Transfer,Retail Store,2026,2026-02,February
ORD-108395,2026-02-27,CUST-1362,Customer 1362,Ontario,Hamilton,Ink Cartridge,Office Supplies,4,79.0,0.05,300.2,186.4,113.8,0.3791,Debit,Retail Store,2026,2026-02,February
ORD-102140,2026-02-27,CUST-3946,Customer 3946,Ontario,Ottawa,Printer Paper,Office Supplies,2,39.0,0.1,70.2,50.84,19.36,0.2758,E-Transfer,Retail Store,2026,2026-02,February
ORD-106320,2026-02-27,CUST-1697,Customer 1697,Ontario,Toronto,Desk Lamp,Furniture,1,89.0,0.0,89.0,65.4,23.6,0.2652,Credit Card,Wholesale,2026,2026-02,February
ORD-106898,2026-02-27,CUST-1933,Customer 1933,Ontario,Ottawa,Wireless Headphones,Electronics,6,179.0,0.1,966.6,673.83,292.77,0.3029,Paypal,Online,2026,2026-02,February
ORD-109298,2026-02-27,CUST-2485,Customer 2485,Manitoba,Brandon,Wireless Headphones,Electronics,1,179.0,0.05,170.05,133.46,36.59,0.2152,Paypal,Online,2026,2026-02,February
ORD-104070,2026-02-28,CUST-1801,Customer 1801,British Columbia,Vancouver,Wireless Headphones,Electronics,5,179.0,0.1,805.5,479.26,326.24,0.405,Debit,Online,2026,2026-02,February
ORD-102344,2026-02-28,CUST-1406,Customer 1406,Manitoba,Winnipeg,Standing Desk,Furniture,1,699.0,0.0,699.0,421.97,277.03,0.3963,E-Transfer,Retail Store,2026,2026-02,February
ORD-104272,2026-02-28,CUST-2883,Customer 2883,Alberta,Red Deer,Desk Lamp,Furniture,2,89.0,0.05,169.1,104.85,64.25,0.38,Credit Card,Online,2026,2026-02,February
ORD-103845,2026-02-28,CUST-2889,Customer 2889,Alberta,Red Deer,Wireless Mouse,Accessories,1,49.0,0.05,46.55,33.47,13.08,0.281,E-Transfer,Online,2026,2026-02,February
ORD-109187,2026-02-28,CUST-3067,Customer 3067,Saskatchewan,Saskatoon,Tablet 11,Electronics,5,499.0,0.0,2495.0,1639.25,855.75,0.343,Paypal,Online,2026,2026-02,February
ORD-103705,2026-02-28,CUST-3002,Customer 3002,Manitoba,Brandon,Office Chair,Furniture,6,429.0,0.0,2574.0,1929.49,644.51,0.2504,Credit Card,Online,2026,2026-02,February
